"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5"
"permissao";21,706;0,198;-3,744;-2,641;-0,462
"pazuello";-1,848;-1,732;-3,744;45,89;-4,136
"org";-1,848;9,518;-1,542;4,808;-4,136
"ofertar";-0,25;0,198;-1,542;13,838;-4,136
"nulo";14,434;0,198;-1,542;-2,641;-0,462
"miguel";-1,176;-1,102;-2,382;-1,68;18,643
"mandatario";-1,848;23,478;-3,744;-0,742;0
"magisterio";-0,156;0,35;0,113;-2,401;0,812
"lixo";59,612;-1,574;-3,404;-2,401;-3,759
"literal";-1,68;-1,574;1,13;-0,56;2,596
"link";-0,023;-1,259;-2,722;23,826;-3,007
"licitar";-0,156;37,581;-1,25;-2,401;-3,759
"joao";-0,672;-0,629;0;-0,96;4,585
"intubacao";-0,25;-1,732;-0,301;13,838;-1,84
"infectar";-1,848;-1,732;-3,744;45,89;-4,136
"incontornavel";4,325;4,861;-0,301;-0,742;-4,136
"incapacidade";30,456;0,198;-3,744;-2,641;-1,84
"inaugural";-0,25;-1,732;-1,542;0,443;4,114
"impropriar";0,13;-0,19;13,032;-2,641;-4,136
"impactar";4,325;1,755;-1,542;0,443;-4,136
"ilegitimo";10,319;-0,11;-1,25;-0,56;-0,269
"ideologico";-0,25;4,861;-3,744;8,74;-4,136
"harmonico";-1,848;56,04;-1,542;-2,641;-4,136
"gsi";40,685;0,198;-3,744;-2,641;-4,136
"grosseiro";-1,512;-1,417;4,331;0,048;-0,117
"governante";-1,848;32,783;-3,744;0,443;-4,136
"general";17,502;-0,787;-1,701;0,001;-1,879
"g1";-1,008;-0,944;-2,042;25,022;-2,255
"fiocruz";-1,848;-1,732;-3,744;45,89;-4,136
"fev";-1,848;-1,732;-3,744;36,128;-1,84
"exportador";0,876;-0,472;-1,021;0,376;0,055
"expender";-1,848;1,755;-3,744;2,043;0,455
"escrever";8,64;9,518;-3,744;-0,742;-4,136
"esclarecido";8,64;0,198;-1,542;0,443;-4,136
"erigir";-1,848;-0,19;13,032;-0,742;-1,84
"empregar";1,985;2,294;-1,25;-2,401;0,037
"eliminar";-1,848;1,755;-3,744;2,043;0,455
"educafro";-1,008;-0,944;-2,042;-0,028;9,492
"edson";-0,504;-0,472;0,1;-0,72;2,342
"documental";-1,68;-0,11;-3,404;32,012;-3,759
"disputar";-0,25;-1,732;-3,744;-0,742;16,479
"dilacao";-1,512;0,571;8,107;-2,161;-1,19
"dificultar";0,13;4,861;-3,744;0,443;-0,462
"dialogar";0,13;1,755;-3,744;0,443;0
"devolucao";1,753;0,048;-2,042;-0,028;0,11
"determinante";6,616;-0,047;-0,968;0,048;-1,19
"destacado";1,488;-0,19;0,701;-0,742;-0,462
"desmatamento";41,719;-1,102;-2,382;-1,68;-2,631
"desincumbir";-1,848;-1,732;13,032;-2,641;0
"desencadear";-1,512;7,3;0,301;0,048;-3,383
"demonstrativo";40,685;-1,732;-3,744;-2,641;-0,462
"deliberativo";40,685;-1,732;-3,744;-2,641;-0,462
"deficiente";-1,848;23,478;-1,542;-0,01;-1,84
"correlacao";-1,848;1,755;-0,301;-0,01;0,455
"corregedoria";29,415;-1,417;-3,063;-2,161;-0,117
"coordenado";1,488;1,755;-3,744;4,808;-4,136
"cooperativo";-0,156;37,581;-3,404;-0,56;-3,759
"conselho_nacional_do_ministerio_publico";-1,512;-1,417;0,301;-2,161;7,028
"conselho_nacional_de_justica";-0,25;9,518;-3,744;-0,742;0,455
"compensatorio";8,64;9,518;-3,744;-0,742;-4,136
"clt";-0,156;-1,574;10,521;-2,401;-0,269
"cessao";4,616;11,312;-2,382;-1,68;-2,631
"certame";0,257;-1,574;-1,25;10,598;-1,51
"censura";-1,68;49,751;-3,404;-2,401;-1,51
"celere";8,64;-0,19;-1,542;-0,742;0
"carreira";10,319;-1,574;-1,25;-2,401;0,812
"carga";6,616;-1,417;-0,968;3,635;-3,383
"caracterizado";-0,156;0,35;0,113;0,728;-1,51
"campino";1,985;-1,574;6,334;-0,56;-3,759
"bolsa";14,434;0,198;-3,744;0,443;-4,136
"bandeira";-1,176;1,338;0,038;2,48;-2,631
"averiguacao";0,257;-1,574;1,13;2,735;-3,759
"autenticar";1,985;0,35;0,113;-2,401;-0,269
"atleta";-0,25;-1,732;-3,744;36,128;-4,136
"atlas";0,257;2,294;-3,404;2,735;-1,51
"ataque";0,734;3,896;-0,701;-0,241;-0,884
"arquivamento";0,734;-1,259;-2,722;-1,92;9,172
"anexar";8,64;-0,19;-3,744;-0,742;0,455
"ameacar";-1,848;0,198;0,021;8,74;-4,136
"alvara";52,393;-1,732;-1,542;-2,641;-4,136
"aime";-1,344;-1,259;-2,722;-1,92;21,308
"agint";-0,672;-0,629;0;-0,96;4,585
"afonso";-0,023;16,305;-2,722;-1,92;-0,021
"aferir";4,325;-0,19;-3,744;-0,01;0,455
"administrar";-1,512;7,3;-3,063;7,566;-3,383
"3o";-0,156;-1,574;6,334;-2,401;0,037
"xxiii";5,339;5,943;-3,404;0,003;-3,759
"violadora";-1,68;-1,574;15,766;-0,56;-1,51
"vetar";-0,156;18,353;-0,153;-2,401;-1,51
"variacao";20,008;-1,417;-3,063;1,129;-3,383
"vargas";-1,68;18,353;-3,404;2,735;-3,759
"tj";-1,68;-1,574;-1,25;-0,56;13,997
"telles";-1,68;-1,574;-3,404;-2,401;26,639
"tecnologico";2,63;-1,417;-3,063;12,922;-3,383
"taquigrafico";-1,68;-1,574;-3,404;-2,401;26,639
"sustentavel";-1,68;49,751;-3,404;-0,56;-3,759
"sustentabilidade";-0,156;-1,574;-3,404;32,012;-3,759
"subclasse";-1,512;-0,047;-3,063;27,91;-3,383
"solteiro";59,612;-1,574;-3,404;-2,401;-3,759
"seguido";0,257;-1,574;-3,404;16,453;-1,51
"secreto";-1,68;5,943;-3,404;2,735;-0,269
"sancionar";15,063;-0,008;-2,722;-0,241;-0,884
"safra";-1,344;-1,259;-2,722;23,826;-0,884
"revisar";-1,68;2,294;-3,404;2,735;0,037
"resistencia";-1,68;-1,574;-3,404;32,012;-1,51
"remissivo";-1,68;-1,574;22,067;-2,401;-1,51
"remediar";-0,156;-1,574;0,113;0,003;0,812
"regramento";5,339;-1,574;-3,404;-0,56;2,596
"referendodecima";-0,84;-0,787;-0,076;-1,2;6,996
"redigir";-0,078;-0,047;-3,063;1,129;1,332
"recuperar";-1,008;-0,944;-2,042;15,749;-0,342
"recesso";-0,156;-0,11;-1,25;-2,401;9,189
"quilombola";-1,68;-0,11;-3,404;32,012;-3,759
"queda";3,478;-1,259;-2,722;9,552;-3,007
"psess";-1,68;-1,574;-3,404;-2,401;26,639
"psd";-1,176;-1,102;-2,382;-1,68;18,643
"provocacao";-1,68;0,35;-1,25;-2,401;9,189
"proponente";-0,156;-0,11;-1,25;0,728;0,812
"prol";-1,68;5,943;-1,25;2,735;-1,51
"projetar";-0,156;18,353;-1,25;0,003;-3,759
"programacao";16,926;-0,11;-3,404;0,728;-3,759
"proclamar";-1,008;-0,944;5,403;-0,028;-0,342
"precedencia";-0,156;-1,574;-3,404;32,012;-3,759
"postulante";0,451;-1,417;-0,968;-2,161;7,028
"pluripartidarismo";-1,512;-1,417;-3,063;-2,161;23,974
"pires";-1,68;-1,574;-3,404;-2,401;26,639
"phs";-1,68;-1,574;-3,404;-2,401;26,639
"pericardite";-1,68;-1,574;-3,404;41,715;-3,759
"penitenciaria";-1,512;57,258;-3,063;-2,161;-3,383
"parlamento";-0,156;37,581;-3,404;-0,56;-3,759
"otica";0,257;5,943;-0,153;-0,56;-1,51
"opinativo";-1,512;-1,417;4,331;-2,161;1,332
"opar";-1,68;-1,574;-3,404;-2,401;26,639
"oficio";1,753;-0,944;-2,042;-1,44;4,684
"oab";-0,672;-0,629;-1,361;-0,96;10,651
"nortear";-1,68;5,943;-3,404;-0,56;2,596
"negociar";0,367;0,443;0;0,082;-1,503
"negocial";1,147;0,003;0,038;-0,115;-0,598
"narrativa";-1,008;-0,944;-2,042;-0,028;9,492
"mover";0,257;2,294;-1,25;-2,401;0,812
"movel";0,257;-1,574;-3,404;23,591;-3,759
"morar";-1,512;31,595;-0,968;-2,161;-1,19
"mj";3,478;-0,008;-2,722;0,164;-0,021
"mina";1,753;-0,944;-2,042;0,752;0,11
"microrregiao";23,904;-1,259;-0,701;-1,92;-0,884
"miami";-0,504;0,996;-1,021;4,306;-1,127
"metade";-1,68;-0,11;-3,404;16,453;-0,269
"malheiros";-1,68;5,943;-0,153;0,728;-1,51
"londrino";-1,512;-0,047;-0,968;-2,161;11,557
"loja";6,667;0,996;-1,021;-0,72;-1,127
"lockdown";-1,68;-1,574;-3,404;41,715;-3,759
"licitacao";20,008;-1,417;-3,063;0,048;-1,19
"leve";-1,68;-0,11;-3,404;32,012;-3,759
"letra";6,616;-1,417;-3,063;-2,161;3,62
"lelis";-1,68;-1,574;-3,404;-2,401;26,639
"legis";-1,68;-1,574;-3,404;-2,401;26,639
"lava";-1,512;21,603;-3,063;1,129;-3,383
"jus";-0,023;-0,008;-0,701;-1,92;4,994
"jato";-1,512;21,603;-3,063;1,129;-3,383
"janela";-1,68;-1,574;-3,404;41,715;-3,759
"irretroatividade";25,158;-0,11;-0,153;-2,401;-3,759
"ipu";-1,176;-1,102;0,038;-1,68;6,868
"introducao";5,339;-0,11;-0,153;-0,56;-0,269
"institucionalizar";0;0,003;-2,382;12,174;-2,631
"insito";-1,68;11,296;-3,404;-2,401;2,596
"infralegais";-1,68;18,353;1,13;-2,401;-3,759
"indeterminado";0,734;0,887;-0,001;-1,92;-0,021
"independer";0;-1,102;-0,455;0,382;0,853
"incremento";0,257;0,35;-1,25;0,728;-0,269
"imperativo";-1,512;0,571;-0,968;7,566;-1,19
"ideal";-0,156;11,296;-1,25;0,728;-3,759
"http";1,147;-1,102;-2,382;12,174;-2,631
"homogeneo";0,257;-0,11;6,334;-2,401;-1,51
"gravacao";-0,023;16,305;-2,722;0,164;-3,007
"foro";-1,68;-0,11;-3,404;-2,401;19,814
"firma";15,063;-0,008;-2,722;-1,92;-0,021
"financiar";16,926;0,35;-3,404;0,003;-3,759
"filiar";0,257;0,35;-1,25;-0,56;0,812
"feira";-1,68;-1,574;-3,404;23,591;-0,269
"favorecer";3,478;-0,008;-2,722;1,69;-0,884
"fabricacao";0;0,003;-2,382;12,174;-2,631
"extra";-1,344;9,036;-2,722;1,69;-0,884
"explicacao";-0,078;13,505;-0,968;-2,161;-0,117
"exonerar";5,339;-0,11;-3,404;-2,401;2,596
"exemplificativo";-1,512;-1,417;-0,968;7,566;0,165
"exegese";-1,68;-1,574;-0,153;-2,401;13,997
"exceder";10,319;-0,11;-3,404;-2,401;0,812
"estatistica";-1,68;-1,574;-3,404;41,715;-3,759
"especializado";-1,176;11,312;-2,382;2,48;-2,631
"divergente";-1,68;-1,574;1,13;0,728;0,037
"disciplinado";0,451;-0,047;-0,047;-2,161;1,332
"didatico";-1,68;49,751;-3,404;-2,401;-1,51
"devedor";53,647;-1,417;-3,063;-2,161;-3,383
"desportivo";-1,512;-1,417;-3,063;27,91;-1,19
"descredenciamento";-1,344;-0,008;0,621;-0,241;0,419
"depor";-1,512;-0,047;-3,063;-2,161;17,205
"demarcar";4,126;0,443;-1,361;-0,96;-0,011
"delegado";2,669;0,175;-1,701;0,001;-0,135
"cunha";-0,84;0,175;-0,076;0,001;0,406
"corporacao";35,017;0,35;-3,404;-2,401;-3,759
"convencional";-1,344;-1,259;2,562;4,82;-3,007
"contran";53,647;-1,417;-3,063;-2,161;-3,383
"consultar";0,257;2,294;-3,404;0,728;-0,269
"construir";1,985;5,943;-0,153;-0,56;-3,759
"conseguir";2,63;-0,047;-0,968;1,129;-1,19
"congregar";1,985;0,35;-1,25;-2,401;0,812
"confrontar";-0,84;0,175;7,88;-1,2;-1,879
"conflitar";-1,68;-1,574;22,067;-0,56;-3,759
"confiavel";-1,68;0,35;-1,25;16,453;-3,759
"compensacao";29,415;-1,417;-3,063;-0,392;-1,19
"comarca";-0,023;-0,008;-2,722;-1,92;9,172
"colaboracao";-1,68;37,581;-3,404;0,003;-3,759
"coibir";8,46;0,175;-1,701;0,001;-1,879
"coeficiente";-1,512;-0,047;19,182;-2,161;-3,383
"classificacao";2,63;-1,417;-3,063;-0,392;3,62
"circulante";46,501;-1,574;-3,404;-2,401;-1,51
"chefia";5,339;-0,11;-1,25;-2,401;0,812
"captacao";-0,156;-0,11;-3,404;0,003;5,388
"brandao";-0,84;-0,787;-1,701;-1,2;13,315
"bloco";16,926;-1,574;-1,25;0,003;-1,51
"bicentenario";-1,68;37,581;-3,404;-2,401;-0,269
"baratear";-0,156;-1,574;22,067;-2,401;-3,759
"autocontencao";-1,68;18,353;-1,25;-2,401;0,037
"atraso";6,616;-1,417;-3,063;7,566;-3,383
"assente";-1,512;-0,047;13,057;-2,161;-1,19
"assemelhar";0,257;-0,11;-0,153;-2,401;2,596
"asfixia";-1,68;-1,574;-3,404;41,715;-3,759
"apurado";1,985;2,294;-0,153;-0,56;-1,51
"apdf";-1,512;-0,047;13,057;-2,161;-1,19
"aparente";0,451;-0,047;-3,063;3,635;-0,117
"antecipar";-1,512;-1,417;-3,063;0,048;11,557
"anotacao";20,008;-1,417;-0,968;0,048;-3,383
"anacrim";-1,176;0,003;-2,382;-1,68;12,036
"amazonia";29,415;-1,417;-3,063;0,048;-3,383
"amazonense";0,257;0,35;-3,404;10,598;-3,759
"alinhar";-0,156;2,294;-3,404;6,025;-1,51
"alexandre";0,367;-0,629;0;-0,96;1,038
"agregar";10,319;-0,11;-1,25;-0,56;-0,269
"aereo";-1,344;0,887;-2,722;15,887;-3,007
"acerto";-0,156;-0,11;1,13;-2,401;0,812
"absolvicao";-1,68;11,296;-3,404;-2,401;2,596
"abalizado";-1,68;11,296;-3,404;6,025;-3,759
"xxi";20,008;2,989;-3,063;-2,161;-3,383
"whatsapp";-1,344;-1,259;-2,722;33,367;-3,007
"vulneracao";-1,344;-0,008;0,621;-0,241;0,419
"viajar";-0,672;-0,629;-1,361;16,679;-1,503
"usurpar";-1,512;7,3;-0,968;-2,161;1,332
"unificado";-0,078;-1,417;-0,968;19,704;-3,383
"unido";-1,512;-1,417;-0,968;19,704;-1,19
"unanimar";-1,512;-1,417;-3,063;3,635;3,62
"travesti";-1,512;57,258;-3,063;-2,161;-3,383
"transacao";29,415;0,571;-3,063;-2,161;-3,383
"toada";6,616;-1,417;-0,968;-0,392;0,165
"time";-1,344;-1,259;-2,722;33,367;-3,007
"sustar";-1,344;-1,259;-2,722;-1,92;21,308
"surgimento";-1,512;-1,417;-3,063;19,704;-0,117
"sujeicao";-1,344;16,305;-0,001;-1,92;-0,884
"subtrair";-1,512;0,571;-0,047;7,566;-3,383
"standards";-1,512;-1,417;-3,063;37,541;-3,383
"sra";-1,512;2,989;-3,063;-2,161;7,028
"souza";0,367;-0,629;-1,361;0,082;1,038
"sinovac";-1,512;-1,417;-3,063;37,541;-3,383
"sensivel";-1,512;-0,047;-3,063;19,704;-1,19
"sda";0,026;-0,944;-2,042;15,749;-2,255
"saudavel";-0,078;-0,047;-3,063;19,704;-3,383
"resto";-1,344;0,887;-2,722;9,552;-0,884
"respiratorio";-1,512;-1,417;-3,063;37,541;-3,383
"remansoso";-1,512;-1,417;0,301;-2,161;7,028
"relacionamento";13,336;1,992;-2,042;-1,44;-2,255
"regulatorias";-0,078;0,571;-3,063;12,922;-3,383
"regimento";-0,078;-1,417;-0,968;-0,392;7,028
"reformado";-1,344;-1,259;0,621;-1,92;4,994
"recursos_publicos";-1,512;2,989;-3,063;12,922;-3,383
"recorde";-1,512;-1,417;-3,063;37,541;-3,383
"reajustar";29,415;-1,417;-3,063;-2,161;-0,117
"reajustamento";8,254;-0,008;-2,722;0,164;-0,884
"racial";-1,344;3,896;-2,722;4,82;-0,884
"quicar";-1,512;7,3;0,301;0,048;-3,383
"prontidao";-1,512;-1,417;8,107;-2,161;0,165
"profissao";-1,512;57,258;-3,063;-2,161;-3,383
"produtivo";-0,023;-1,259;-2,722;23,826;-3,007
"preto";-1,512;2,989;-3,063;7,566;-1,19
"presa";-0,078;43,48;-3,063;-2,161;-3,383
"preceituar";0,451;-0,047;4,331;-2,161;-1,19
"positivar";-1,512;0,571;4,331;-2,161;-0,117
"petroleo";23,192;-0,944;-2,042;-1,44;-0,342
"penalidade";20,008;-1,417;-3,063;-2,161;0,165
"pecuniario";6,616;-1,417;-0,968;3,635;-3,383
"omicron";-1,512;-1,417;-3,063;37,541;-3,383
"officio";-0,023;-0,008;-2,722;-1,92;9,172
"ocultacao";0,734;25,704;-2,722;-1,92;-3,007
"normal";6,616;2,989;-0,968;-0,392;-3,383
"nocao";-1,512;7,3;-0,968;-2,161;1,332
"nivaldo";-1,512;-1,417;-3,063;-2,161;23,974
"neutralidade";-0,023;3,896;-2,722;4,82;-3,007
"mpf";29,415;0,571;-3,063;-2,161;-3,383
"montante";23,904;-1,259;-2,722;-1,92;-0,021
"metro";15,063;-1,259;-2,722;1,69;-3,007
"mente";-1,512;-1,417;26,48;-2,161;-3,383
"memorial";20,008;-0,047;-3,063;0,048;-3,383
"mail";0,734;-1,259;-2,722;15,887;-3,007
"lsn";-1,512;21,603;-3,063;-2,161;0,165
"locomocao";-0,078;13,505;-3,063;0,048;-1,19
"localizacao";0,026;14,399;-2,042;-0,028;-2,255
"localidade";4,616;0,003;-2,382;0,382;-0,598
"liquidar";-1,344;-1,259;-2,722;33,367;-3,007
"licenca";1,147;0,003;-2,382;-1,68;3,141
"jurisdional";-1,512;-1,417;26,48;-2,161;-3,383
"juri";-1,512;-0,047;-3,063;-0,392;11,557
"irrenunciavel";-1,512;13,505;-3,063;3,635;-3,383
"irrecorrivel";-1,344;-1,259;-2,722;-1,92;21,308
"irpi";0,734;-1,259;-2,722;15,887;-3,007
"inverso";12,409;-1,417;-3,063;0,048;-0,117
"invectivo";-0,078;-0,047;-0,968;-2,161;7,028
"intoxicacao";-1,008;0,048;-2,042;15,749;-2,255
"instabilidade";23,904;-1,259;-2,722;-0,241;-0,884
"insindicabilidade";-1,176;1,338;-2,382;-1,68;6,868
"insculpido";6,616;0,571;-0,047;-2,161;-1,19
"inominado";-1,512;-1,417;13,057;-2,161;-0,117
"inibir";-1,512;0,571;-0,047;-2,161;3,62
"incontroverso";-0,078;-1,417;-3,063;-2,161;17,205
"imprevisao";0,129;2,97;-1,701;-1,2;0,406
"imprescindibilidade";-0,078;-1,417;-0,047;0,048;1,332
"impossivel";-0,023;-0,008;-2,722;-1,92;9,172
"impetrante";1,147;-1,102;-0,455;-0,115;0,853
"imobiliario";34,777;-0,008;-2,722;-1,92;-3,007
"ibama";20,008;-1,417;-3,063;0,048;-1,19
"humanitario";-1,176;1,338;-2,382;12,174;-2,631
"honra";-1,512;21,603;-3,063;-2,161;0,165
"homem";3,478;0,887;-2,722;1,69;-3,007
"higiene";-1,512;13,505;-3,063;3,635;-3,383
"hectare";4,616;-1,102;-2,382;6,411;-2,631
"gp";-1,512;-1,417;-3,063;-2,161;23,974
"gomes";-1,008;38,164;-2,042;-1,44;-2,255
"gilmar";0,367;-0,629;0;-0,96;1,038
"gestante";-1,512;-1,417;-3,063;37,541;-3,383
"geografico";0,451;0,571;-3,063;1,129;-0,117
"gasoso";-1,008;-0,944;-2,042;25,022;-2,255
"funcionalizada";-1,512;-1,417;26,48;-2,161;-3,383
"frances";0;5,108;-2,382;2,48;-2,631
"fornecedor";6,616;-1,417;-3,063;3,635;-1,19
"forense";-1,344;0,887;-2,722;0,164;2,077
"focar";-0,078;7,3;-0,968;0,048;-1,19
"fluxo";29,415;-1,417;-3,063;-0,392;-1,19
"falso";-1,512;0,571;-3,063;12,922;-1,19
"extrajudicial";29,415;-1,417;-0,968;-2,161;-1,19
"expressivo";-0,078;-0,047;4,331;0,048;-3,383
"excepcionalissimos";-1,344;25,704;-2,722;0,164;-3,007
"exato";0,734;-1,259;-2,722;0,164;2,077
"estatutario";-1,512;-0,047;13,057;-2,161;-1,19
"espanhol";-1,344;-0,008;10,408;-1,92;-0,884
"esgotado";-1,512;-1,417;-0,047;12,922;-1,19
"erratico";-1,512;-0,047;0,301;7,566;-3,383
"entornar";53,647;-1,417;-3,063;-2,161;-3,383
"enderecar";0,451;-0,047;-0,047;0,048;-0,117
"encaminhamento";2,63;-0,047;-3,063;3,635;-1,19
"empresarial";34,777;-1,259;-0,701;-1,92;-3,007
"empenho";29,415;-1,417;-3,063;-0,392;-1,19
"egimental";-0,504;-0,472;-1,021;-0,72;7,988
"efemero";2,63;-1,417;-3,063;-2,161;7,028
"edocs";-0,078;-1,417;-0,047;-0,392;3,62
"edificar";28,96;0,003;-2,382;-1,68;-2,631
"donizete";-1,512;-1,417;-3,063;-2,161;23,974
"docs";-1,512;-1,417;-3,063;-0,392;17,205
"docente";3,478;3,896;-2,722;0,164;-3,007
"divisao";-1,344;9,036;-0,701;1,69;-3,007
"distante";-1,512;0,571;-3,063;19,704;-3,383
"distanciar";20,008;-0,047;-3,063;0,048;-3,383
"diferenca";0,451;-0,047;-0,968;1,129;-0,117
"diccao";-0,023;-1,259;2,562;1,69;-3,007
"diagnosticar";-0,078;-0,047;-3,063;19,704;-3,383
"devolver";8,46;-0,787;-0,076;-1,2;-0,135
"destino";0;-1,102;-2,382;12,174;-0,598
"desproporcional";12,409;-1,417;-0,968;-2,161;0,165
"designacao";12,409;-1,417;-0,047;-0,392;-1,19
"desconstituicao";2,63;-1,417;-0,047;-2,161;1,332
"desautorizar";-1,512;-0,047;-0,968;1,129;1,332
"desatendimento";-1,512;-0,047;0,301;-2,161;3,62
"desacordo";12,409;-1,417;-0,047;0,048;-3,383
"delibacao";-1,512;-0,047;-3,063;0,048;7,028
"dedicar";12,409;-0,047;-0,968;0,048;-3,383
"decurso";2,63;-0,047;-0,968;-2,161;1,332
"decoro";-0,078;-0,047;-0,968;-2,161;7,028
"corte_constitucional";-1,512;-0,047;8,107;-2,161;-0,117
"cooperacao";0,451;7,3;-3,063;1,129;-3,383
"conviccao";-1,512;2,989;-3,063;7,566;-1,19
"contratante";34,777;-1,259;-2,722;-0,241;-3,007
"contingenciamento";6,616;-0,047;-0,968;-2,161;0,165
"consultivo";-0,078;0,571;-0,968;3,635;-1,19
"consensual";20,008;-1,417;-0,047;-2,161;-1,19
"conceber";-1,512;21,603;-3,063;0,048;-1,19
"conass";-1,344;-1,259;-2,722;33,367;-3,007
"completar";-0,023;9,036;-0,701;0,164;-3,007
"comparacao";-0,078;0,571;-3,063;12,922;-3,383
"comitiva";-1,008;-0,944;-2,042;25,022;-2,255
"cognicao";-1,512;-1,417;-0,968;0,048;7,028
"clinico";-1,512;-0,047;-3,063;27,91;-3,383
"china";-1,512;-1,417;-3,063;37,541;-3,383
"cela";0,451;21,603;-3,063;-0,392;-3,383
"cbf";-1,512;-1,417;-3,063;37,541;-3,383
"caro";-1,008;38,164;-2,042;-1,44;-2,255
"cardiaco";-1,176;-1,102;-2,382;29,194;-2,631
"caos";-1,512;2,989;-3,063;7,566;-1,19
"canotilho";-1,344;50,893;-2,722;-1,92;-3,007
"batista";-1,176;-1,102;-2,382;-0,115;12,036
"açao";-1,176;-1,102;20,593;-1,68;-2,631
"aviao";-0,504;0,996;-1,021;4,306;-1,127
"atuarial";23,904;-1,259;-2,722;0,164;-3,007
"atento";-1,512;-0,047;-3,063;27,91;-3,383
"assolar";-0,078;-1,417;-3,063;27,91;-3,383
"artistico";-1,512;43,48;-3,063;-0,392;-3,383
"arquivo";2,63;-1,417;-3,063;12,922;-3,383
"arbitro";-1,344;-1,259;-2,722;33,367;-3,007
"apreender";0,129;18,783;-1,701;-1,2;-1,879
"anisio";-0,84;0,175;-1,701;11,791;-1,879
"amianto";-1,344;-1,259;-0,701;23,826;-3,007
"alternancia";-0,078;0,571;-0,968;-2,161;3,62
"alocar";1,147;1,338;-0,455;0,382;-2,631
"alimentar";-1,512;13,505;-3,063;1,129;-1,19
"adstrito";-1,512;-0,047;0,301;-2,161;3,62
"acordado";20,008;-1,417;-0,968;0,048;-3,383
"acatar";-1,512;13,505;-0,968;1,129;-3,383
"abrupto";-1,344;0,887;-2,722;4,82;-0,021
"zelar";-0,023;3,896;-2,722;-0,241;0,419
"xxxix";-0,84;31,801;-1,701;-1,2;-1,879
"xlv";-0,504;0,996;-1,021;-0,72;2,342
"vogal";-0,84;-0,787;-1,701;0,001;6,996
"velocidade";-1,344;-1,259;-2,722;33,367;-3,007
"variado";-1,344;3,896;-0,701;1,69;-0,884
"usina";-1,008;-0,944;-2,042;25,022;-2,255
"usado";1,147;1,338;-2,382;2,48;-2,631
"uol";-1,344;-1,259;-2,722;33,367;-3,007
"unir";0,026;-0,944;-2,042;15,749;-2,255
"tunc";-1,344;-1,259;-0,001;-1,92;9,172
"troca";0,026;6,776;-0,241;-1,44;-0,342
"treinamento";-0,023;-1,259;-2,722;23,826;-3,007
"teratologia";-1,176;-1,102;20,593;-1,68;-2,631
"sustacao";-0,023;-0,008;-2,722;1,69;0,419
"supremacia";-1,344;3,896;5,825;-1,92;-3,007
"subsidio";3,478;-1,259;-2,722;9,552;-3,007
"sopesar";-1,344;37,233;-0,701;-1,92;-3,007
"sobreposicao";47,683;-1,259;-2,722;-1,92;-3,007
"signatario";1,753;0,048;-2,042;3,614;-2,255
"sexo";3,478;16,305;-2,722;-1,92;-3,007
"severo";-1,344;-0,008;-2,722;23,826;-3,007
"sergipe";0,367;-0,629;0;2,409;-1,503
"senado";-0,023;-0,008;-2,722;0,164;2,077
"secundarista";-0,672;-0,629;-1,361;7,941;-0,011
"secult";23,904;-1,259;-2,722;-1,92;-0,021
"saque";15,063;-1,259;-2,722;0,164;-0,884
"rree";-0,84;-0,787;14,707;-1,2;-1,879
"rpps";47,683;-1,259;-2,722;-1,92;-3,007
"romper";-0,023;3,896;-2,722;0,164;-0,021
"rogar";-0,023;-1,259;-2,722;-1,92;14,61
"rodoviario";-1,344;16,305;-0,701;0,164;-3,007
"ricar";-1,176;19,949;-2,382;0,382;-2,631
"ressentir";-1,344;16,305;-2,722;-1,92;0,419
"residencia";0,026;0,048;-2,042;8,613;-2,255
"resgatar";0,876;7,198;-1,021;-0,72;-1,127
"repeticao";-1,176;1,338;0,038;-0,115;0,006
"renovar";-1,344;9,036;-0,701;-1,92;0,419
"remocao";34,777;-0,008;-2,722;-1,92;-3,007
"rememorar";-1,344;-0,008;-0,701;1,69;0,419
"reino";-1,176;-1,102;-2,382;29,194;-2,631
"regulatoria";4,616;-1,102;-0,455;2,48;-2,631
"reeleger";-0,023;-1,259;-2,722;-1,92;14,61
"reduzido";4,616;1,338;-2,382;0,382;-2,631
"prouni";-1,176;-1,102;-2,382;29,194;-2,631
"prolator";0,129;-0,787;-1,701;-1,2;6,996
"presumido";0,026;-0,944;-2,042;-1,44;9,492
"prejudicial";-1,344;-0,008;-0,001;1,69;-0,021
"prefacial";-1,344;-1,259;-2,722;15,887;-0,021
"precatorio";-0,672;-0,629;5,202;-0,96;-0,011
"precariedade";-1,344;-0,008;-2,722;15,887;-0,884
"portugues";-1,176;31,022;-0,455;-1,68;-2,631
"pnae";-1,344;-1,259;-2,722;33,367;-3,007
"plataforma";-1,176;0,003;-2,382;12,174;-0,598
"persecucao";-1,344;50,893;-2,722;-1,92;-3,007
"perito";13,336;0,048;-0,241;-1,44;-2,255
"perimetro";23,192;0,048;-2,042;-1,44;-2,255
"perfunctorio";-1,344;-1,259;-2,722;0,164;9,172
"pereira";0,876;-0,472;-1,021;0,376;0,055
"pediatrico";-1,176;-1,102;-2,382;29,194;-2,631
"passagem";-1,176;1,338;-0,455;-0,115;0,853
"partida";-1,176;0,003;-2,382;19,768;-2,631
"parametricidade";-1,344;-1,259;5,825;-1,92;0,419
