"";"classe 1";"classe 2";"classe 3";"classe 4"
"inusitado";0,014;0,658;0,224;0,043
"interrogar";0,328;0,001;0,24;0,055
"inimigo";0,023;0,126;0,224;0,182
"incorrecao";0;0,031;0,24;0,013
"inconveniente";0,023;0,52;0,553;0,014
"implemento";0,038;0,301;0,24;0,859
"iminencia";0,038;0,301;0,24;0,859
"html";0,112;0,007;0,812;0
"holmes";0,028;0,031;0,24;0
"hely";0;0,637;0,24;0,013
"guisar";0,063;0,658;0,756;0,043
"grosso";0,078;0,043;0,347;0,867
"gabrielle";0,003;0,208;0,587;0,248
"fluxo";0,051;0,016;0,001;0,018
"fensterseifer";0,023;0,005;0,224;0
"fechar";0,028;0,514;0,24;0,032
"famoso";0,091;0,023;0,756;0
"extraditar";0;0,11;0,24;0,013
"exteriorizar";0,613;0,658;0,756;0,829
"exprimir";0,613;0,023;0,224;0
"expedicao";0,613;0,126;0,134;0,043
"espiritual";0,023;0,005;0,224;0
"escalada";0,042;0,012;0,277;0
"englobar";0,023;0;0,224;0,366
"enfraquecimento";0,028;0,301;0,812;0,001
"ementada";0,007;0,007;0;0,055
"elevacao";0,273;0,658;0,224;0,182
"dramatico";0,273;0,005;0,224;0
"divisar";0,02;0,009;0,258;0,229
"disturbio";0,023;0,084;0,224;0
"dispensavel";0,499;0,126;0,224;0,144
"desprezar";0,023;0,009;0,224;0,829
"desfecho";0,007;0,031;0,24;0,688
"desejo";0,613;0,658;0,224;0,438
"desdobramento";0,273;0,126;0,756;0,731
"desculpa";0,205;0,005;0,756;0,058
"descricao";0,003;0,042;0,258;0,999
"desconfianca";0,112;0,225;0,24;0,327
"defensivo";0,023;0,92;0,224;0,003
"corregedor";0,168;0;0,277;0,092
"conjugal";0,028;0,007;0,24;0
"confissao";0,091;0,658;0,224;0,058
"competitividade";0,023;0,235;0,756;0
"cominar";0,028;0;0,24;0,055
"citacao";0,063;0,92;0,224;0,366
"cirurgico";0,091;0,084;0,224;0
"chile";0,023;0,005;0,224;0
"cerceamento";0,028;0,11;0,812;0
"cedico";0,014;0,658;0,224;0,043
"casado";0,028;0,031;0,24;0
"capacete";0,063;0,022;0,321;0
"boletim";0,112;0,11;0,24;0
"bloquear";0,091;0,658;0,756;0,182
"barro";0,301;0,022;0,321;0,045
"axiologico";0,028;0,019;0,24;0,688
"ataliba";0,023;0,324;0,756;0,182
"assinatura";0,546;0,192;0,35;0,847
"assimetria";0,023;0,005;0,134;0
"aparecer";0,112;0,301;0,24;0,001
"animar";0,023;0,009;0,224;0,829
"amoroso";0,256;0,022;0,321;0
"alvarenga";0;0,075;0,442;0,103
"alongar";0,499;0,324;0,224;0,366
"ajudar";0,207;0,253;0,298;0,003
"agregado";0,023;0;0,224;0,366
"acusador";0,137;0;0,258;0,016
"xxxii";0,806;0,301;0,24;0,119
"web";0,137;0,384;0,258;0,003
"walber";0,079;0,104;0,483;0,654
"violadora";0,328;0,928;0,24;0,119
"vinda";0,137;0,384;0,258;0,003
"ventilado";0,142;0,225;0,24;0,055
"unipessoal";0,112;0;0,24;0,013
"uniformizacao";0,714;0,031;0;0,013
"unicidade";0,137;0;0,258;0,016
"transnacional";0,034;0,042;0,258;0
"toxicar";0,028;0,031;0,24;0
"titularizada";0,142;0,031;0,24;0,119
"tematico";0,142;0,11;0,485;0,859
"sylvia";0,028;0,11;0,24;0
"suspensivo";0;0,012;0,35;0,021
"surto";0,112;0,031;0,24;0
"sucesso";0,394;0,042;0,417;0,016
"substancioso";0;0,11;0,812;0,013
"solicitante";0,007;0,007;0,01;0,182
"ski";0;0,075;0,442;0,103
"sites";0,063;0,022;0,221;0,001
"sistematizacao";0,028;0,637;0,102;0,119
"sentenciar";0,112;0,001;0,24;0,182
"sentar";0,394;0,384;0,258;0,016
"saps";0,042;0,012;0,277;0
"sancionador";0,328;0,001;0,812;0,013
"rezar";0,394;0,042;0,258;0
"rexistir";0,001;0,146;0,53;0,182
"revisor";0,328;0;0,24;0,013
"revelador";0,142;0,928;0,24;0,449
"retorico";0,112;0,007;0,24;0
"restituicao";0,473;0;0,277;0,021
"resgatar";0,828;0,042;0,258;0,003
"reputado";0,714;0,225;0,24;0,859
"reformador";0,028;0;0,24;0,013
"reconduzir";0,112;0,004;0,812;0,182
"receptor";0,028;0,007;0,24;0
"receio";0,207;0,008;0,298;0,366
"reaccao";0,034;0,009;0,258;0
"reabilitacao";0,028;0,031;0,24;0
"prudencial";0,042;0;0,94;0,092
"prolatar";0,001;0,928;0,24;0,013
"procopio";0,714;0,001;0,24;0,013
"privar";0,394;0,042;0,417;0,016
"principles";0,188;0,104;0,483;0,001
"preocupar";0,142;0,928;0,812;0,182
"praxe";0,092;0,768;0,873;0,071
"pontificar";0;0,637;0,24;0,013
"planilha";0,028;0,11;0;0,449
"pimenta";0,063;0,102;0,321;0
"paralisia";0,034;0,009;0,873;0
"op";0,028;0,225;0,24;0,119
"oliver";0,12;0,054;0,407;0
"oleo";0,042;0,012;0,277;0
"observatorio";0,974;0,687;0,53;0,404
"nte";0;0,075;0,442;0,103
"neiva";0,15;0,427;0,442;0,307
"narrativa";0,828;0,146;0,258;0,016
"mpox";0,042;0,012;0,277;0
"motta";0,308;0,242;0,587;0,923
"mjsp";0,01;0,012;0,277;0,413
"minoritario";0,328;0,225;0,485;0,449
"mimetizar";0,028;0;0,24;0,013
"metal";0,188;0,104;0,483;0,001
"menezes";0;0,007;0,24;0,055
"materializacao";0,328;0,019;0,102;0,013
"mantar";0,063;0;0,321;0,155
"mail";0;0,007;0,24;0,182
"madri";0,034;0,384;0,258;0
"loteamento";0,763;0,208;0;0,248
"laco";0,112;0,301;0,812;0,007
"karl";0,028;0,007;0,24;0
"junqueira";0;0,022;0,321;0,035
"julia";0,15;0,075;0,442;0
"jornada";0,034;0,009;0,873;0
"jogar";0,028;0,301;0,24;0
"ji";0,714;0,001;0,24;0,013
"janot";0;0,029;0,347;0,201
"intergeracional";0,328;0,007;0,24;0
"interdicao";0,042;0,083;0,277;0,413
"intempestividade";0;0,031;0,24;0,013
"instituidor";0,112;0,301;0,24;0,001
"initio";0;0,11;0,24;0,013
"infrator";0,112;0,019;0,812;0,449
"inclusivo";0,034;0,146;0,258;0
"inativo";0,714;0,11;0;0,013
"inafastabilidade";0,168;0,003;0,277;0,29
"impropriedade";0,142;0,225;0,812;0,013
"impressionante";0,112;0,031;0,24;0
"im";0,096;0;0,375;0,059
"identificavel";0,028;0;0,812;0,013
"humanistico";0,137;0,384;0,258;0,003
"gosto";0,394;0,384;0,258;0,016
"georges";0,028;0,019;0,24;0,688
"from";0,15;0,356;0,442;0,005
"france";0,034;0,009;0,258;0
"fragmento";0,806;0,301;0,24;0,119
"fixadoras";0,028;0,007;0,24;0
"factual";0,038;0,031;0,24;0,327
"extraio";0,392;0,637;0,24;0,688
"esteio";0;0,11;0,24;0,055
"estatistico";0,078;0,139;0,821;0,002
"espalhar";0,137;0,042;0,258;0
"esconder";0,137;0,146;0,006;0,229
"environmental";0,15;0,075;0,442;0
"entrave";0,142;0,928;0,812;0,182
"engajamento";0,028;0,11;0,812;0
"enfermeiro";0,112;0,11;0,24;0
"endossar";0,007;0,637;0,24;0,182
"encartar";0,392;0,514;0,24;0,449
"emocao";0,034;0,042;0,258;0
"embalagem";0,034;0,009;0,258;0
"educador";0,028;0,031;0,24;0
"edificio";0,028;0,637;0,24;0,001
"dissenso";0,137;0,042;0,258;0
"disseminar";0,112;0,031;0,24;0
"dinamico";0,328;0,225;0,24;0,688
"dialetico";0,137;0,773;0,258;0,016
"desproporcionalidade";0,02;0,042;0,258;0,547
"desigual";0,051;0,016;0,298;0
"denominacao";0,328;0,031;0,01;0,119
"demissao";0,028;0,301;0,24;0
"delibatorio";0;0,031;0,812;0,013
"critico";0,028;0,301;0,485;0,007
"cristalizar";0,714;0,076;0,24;0,449
"criminalizacao";0,142;0,301;0,24;0,688
"credo";0,051;0,016;0,298;0
"credenciar";0,134;0,611;0,298;0,802
"cornelio";0,806;0,004;0,24;0,013
"coracao";0,034;0,042;0,258;0
"coordenador";0,546;0,486;0,94;0,847
"convencimento";0,806;0,019;0,24;0,055
"contraindicacoes";0,028;0,007;0,24;0
"consumado";0,134;0,016;0,298;0,087
"conscientizacao";0,028;0,007;0,812;0
"conjuntura";0,028;0,019;0,485;0,449
"conciliar";0,028;0,019;0,102;0,182
"coincidir";0,328;0,637;0,24;0,032
"coercao";0,137;0,009;0,258;0
"chancelar";0,394;0,001;0,258;0,071
"cgu";0,01;0,012;0,003;0,092
"catedra";0,112;0,007;0,24;0
"candidatar";0,034;0;0,258;0,016
"canal";0,028;0,007;0,24;0
"calor";0,034;0,009;0,258;0
"bombeiro";0,042;0,605;0,277;0,038
"barganha";0,112;0,637;0;0,013
"banalizar";0,489;0,259;0,407;0,02
"baixar";0,239;0,516;0,261;0,803
"autorizativo";0,137;0,001;0,417;0,016
"automovel";0,034;0,009;0,258;0
"automatico";0,034;0,041;0,075;0,23
"australia";0,028;0,007;0,24;0
"assentamento";0,028;0,031;0,24;0
"aparencia";0,328;0,514;0,24;0,327
"antijuridicidade";0,028;0,514;0,24;0,032
"anotacao";0,01;0,928;0,277;0,092
"angelo";0,763;0,964;0,587;0,923
"ampliativa";0,034;0,041;0,873;0,999
"amaral";0,207;0,076;0,298;0
"agraciar";0,112;0,004;0,812;0,182
"aeronave";0,028;0,007;0,24;0
"aditar";0,142;0,076;0,24;0,013
"adiamento";0,112;0,225;0,24;0,327
"acidente";0,028;0,031;0,24;0
"acessibilidade";0,168;0,928;0,94;0,149
"acatar";0,293;0,384;0,258;0,547
"zagrebelsky";0,063;0,022;0,321;0
"wanderson";0,763;0,208;0,587;0,178
"vistoria";0,906;0,016;0,298;0,003
"vinicius";0,057;0,259;0,622;0,345
"viciado";0,051;0,001;0,298;0,366
"valorativo";0,034;0,041;0,258;0,547
"uti";0,063;0,022;0,321;0
"utero";0,034;0,009;0,258;0
"usurpar";0,051;0,001;0,298;0,366
"unificado";0,034;0,146;0,258;0
"uberx";0,188;0,104;0,483;0,001
"transcurso";0,546;0,083;0,277;0,092
"tragedia";0,207;0,076;0,298;0
"tipificacao";0,207;0,9;0,298;0,087
"temperamento";0,168;0,003;0,277;0,29
"teixeira";0,04;0,029;0,347;0,374
"sof";0,034;0,009;0;0,548
"sobressair";0,034;0,144;0,417;0,999
"sobrenome";0,051;0,016;0,298;0
"sisnama";0,034;0,042;0,258;0
"roteiro";0,601;0,186;0,347;0,201
"rn";0,013;0,333;0,321;0,461
"rigidez";0,828;0,38;0,873;0,548
"restinga";0,051;0,016;0,298;0
"rendimento";0,828;0,146;0;0,548
"remontar";0,137;0,768;0,258;0,071
"remissao";0,394;0,38;0,258;0,547
"relevantissima";0,394;0,773;0,873;0,229
"releitura";0,034;0;0,258;0,071
"relativizar";0,137;0,768;0,258;0,071
"reformar";0,676;0,144;0,258;0,23
"queimar";0,042;0,012;0,277;0
"qualitativo";0,137;0,773;0,075;0,547
"prudente";0,293;0,146;0,873;0,547
"promessa";0,063;0,718;0,908;0,187
"prolacao";0;0,384;0,258;0,071
"preocupado";0,137;0,146;0,258;0
"praticabilidade";0,034;0,009;0,258;0
"powers";0,096;0;0,375;0,059
"perpetuidade";0,137;0,144;0,258;0,547
"percorrer";0,034;0,773;0,417;0,071
"partilhar";0,063;0,718;0,321;0,045
"paroquial";0,137;0,009;0;0,016
"parlamentarista";0,042;0;0,277;0,29
"paridade";0,137;0;0,258;0,071
"paralelismo";0,137;0,041;0,258;0,999
"palestra";0,063;0,022;0,321;0
"padecer";0,394;0,768;0,258;0,229
"ouvidor";0,12;0;0,407;0,078
"oswaldo";0,042;0,056;0,35;0,001
"orcar";0,034;0,042;0;0,548
"opacidade";0,168;0,192;0;0,665
"oligarquia";0,034;0,768;0,417;0,229
"ocultar";0,207;0,076;0;0,366
"nexo";0,02;0,146;0,258;0,999
"mutacao";0,051;0,253;0,298;0
"moto";0,308;0,208;0,587;0,009
"mortalidade";0,034;0,009;0,258;0
"monografia";0,042;0,486;0,003;0,413
"miocardite";0,042;0,012;0,277;0
"merlin";0,137;0,009;0,258;0
"marcio";0,445;0,04;0,726;0,238
"lumen";0,034;0,009;0,258;0,999
"louvavel";0,092;0,773;0,873;0,23
"lotado";0,034;0,009;0,258;0
"legenda";0,034;0;0,873;0,071
"klaus";0,034;0;0,258;0,071
"kit";0,137;0,009;0,006;0,016
"juliano";0,001;0,356;0,442;0,103
"jornalista";0,394;0,009;0,258;0
"itinerario";0,051;0,611;0,298;0,003
"introdutorio";0,293;0,384;0,258;0,547
"intolerancia";0,034;0,009;0,258;0
"interpessoal";0,137;0,146;0,258;0
"internar";0,078;0,029;0,347;0
"interestadual";0,12;0,054;0,069;0,02
"inferioridade";0,034;0,009;0,258;0
"indiscutivel";0,394;0,146;0,258;0,003
"incorporado";0,828;0,146;0,258;0,016
"impetrante";0,955;0,083;0,94;0,092
"imperscrutavel";0,034;0,009;0;0,016
"ibsen";0,051;0;0,298;0,027
"honrar";0,137;0,38;0,075;0,548
"henry";0,308;0,964;0,587;0,178
"guia";0,051;0,611;0,298;0,003
"grandeza";0,042;0,486;0,277;0,001
"ghs";0,042;0,012;0,277;0
"fulminar";0,054;0,928;0,277;0,29
"fortiori";0,676;0,384;0,258;0,229
"fito";0,394;0,773;0,075;0,999
"filipino";0,034;0,009;0,258;0
"fagundes";0,034;0,146;0,258;0
"estruturar";0,394;0,144;0,873;0,548
"esgotado";0,02;0,773;0,873;0,071
"escrutinar";0,293;0,768;0,258;0,548
"escandalo";0,042;0,012;0;0,092
"erosao";0,168;0,486;0,277;0,007
"erario";0,168;0,019;0,052;0,021
"enderecar";0,394;0,773;0;0,23
"emancipacao";0;0,146;0,258;0,23
"elucidar";0,676;0,38;0,258;0,548
"elencadas";0,034;0,144;0,417;0,999
"economic";0,063;0,022;0,321;0
"duradouro";0,034;0,768;0,258;0,016
"doar";0,042;0,012;0,94;0
"distribuidor";0,005;0,104;0,483;0,602
"difusao";0,034;0,042;0,258;0
"dialogico";0,293;0,38;0,873;0,071
"desnecessidade";0,828;0,144;0,258;0,548
"desnaturar";0,828;0,38;0,075;0,071
"desistencia";0;0,016;0,298;0,027
"desfigurar";0,034;0;0,258;0,016
"desfigurado";0,034;0;0,258;0,016
"desfavor";0,054;0,261;0,277;0,021
"desdobrar";0,034;0,001;0,873;0,23
"denso";0,003;0,384;0,873;0,071
"defeito";0;0,611;0,298;0,027
"cumulativo";0,601;0,043;0,347;0,046
"cotejar";0,473;0,928;0,277;0,149
"corregedoria";0,828;0,144;0,417;0,071
"coord";0,034;0,009;0,258;0
"contrair";0,042;0,056;0,277;0
"contingente";0,042;0,192;0;0,413
"contestacao";0,137;0,38;0,075;0,548
"constranger";0,137;0,38;0,258;0,229
"consignei";0,906;0,9;0,298;0,687
"conselheiro";0,419;0,043;0,298;0,027
"consciente";0,042;0,056;0,277;0
"comunicado";0,546;0,192;0,277;0,149
"comocao";0,137;0,041;0,258;0,999
"comissionar";0,137;0,773;0,258;0,016
"cogente";0,034;0,009;0,873;0,548
"coesao";0,394;0,146;0,258;0,003
"cliente";0,679;0,102;0,321;0,007
"cleve";0,137;0,009;0,258;0
"clemerson";0,137;0,009;0,258;0
"chegada";0,042;0,486;0,277;0,001
"checks";0,034;0,009;0,417;0,23
"carteira";0,078;0,029;0,347;0
"carcinogenico";0,034;0,009;0,258;0
"boca";0,034;0,009;0,258;0
"biocombustiveis";0,12;0,054;0,407;0
"bater";0,168;0,012;0,277;0
"balanco";0,034;0,042;0;0,071
"balancar";0,034;0,001;0,417;0,071
"autorizativa";0,042;0,019;0,35;0,29
"autoritarismo";0,168;0,012;0,277;0
"autoincriminacao";0,051;0,043;0,298;0,687
"autogoverno";0,394;0,144;0,258;0,999
"atlantico";0,042;0,012;0,277;0
"assassino";0,034;0,042;0,258;0
"arrecadar";0,034;0,384;0;0,547
"antagonico";0,137;0,38;0,258;0,229
"anizio";0,034;0,009;0,258;0
"andar";0,394;0,009;0,258;0
"ambiencia";0,676;0,144;0,258;0,23
"alianca";0,676;0,144;0,258;0,23
"aleatorio";0,034;0,384;0;0,548
"africar";0,042;0,056;0,277;0
"afixar";0,034;0,009;0,258;0
"aeroporto";0,034;0,009;0,258;0
"aereo";0,034;0,009;0,258;0
"acomodar";0,137;0,38;0,417;0,999
"acionamento";0,473;0,083;0,94;0,29
"abin";0,394;0,041;0,258;0,548
"xeque";0,029;0,076;0,298;0,687
"walter";0,568;0,611;0,298;0,087
"von";0,12;0,259;0,407;0,002
"virar";0,206;0,012;0,277;0,038
"vil";0,12;0,645;0,069;0,9
"vicioso";0,042;0,012;0,277;0
"veiculacao";0,906;0,253;0,988;0,291
"unb";0,005;0,029;0,347;0,867
"twitter";0,063;0,022;0,321;0
"triste";0,568;0,016;0,298;0
"tributacao";0,207;0,9;0,298;0,087
"tratoraco";0,01;0,012;0,003;0,092
"trator";0,042;0,012;0;0,038
"transfronteirico";0,051;0,016;0,298;0
"titulacao";0,042;0,486;0,277;0,001
"testar";0,051;0,016;0,298;0
"terrorista";0,042;0,012;0,277;0
"terreno";0,393;0,569;0,726;0,238
"temor";0,042;0,192;0,277;0
"taxista";0,12;0,259;0,407;0,002
"tarcisio";0,054;0,261;0,277;0,021
"surplus";0,188;0,104;0,483;0,001
"sucedaneo";0;0,056;0,277;0,021
"subvencao";0,042;0,192;0,35;0,007
"south";0,051;0,016;0,298;0
"socioambientais";0,042;0,012;0,35;0
"sistematicidade";0,042;0;0,277;0,092
"sincero";0,546;0,486;0,277;0,413
"silvia";0,078;0,029;0,347;0
"sentinela";0,042;0,012;0,277;0
"scaff";0,042;0,012;0;0,665
"rocar";0,024;0,146;0,261;0,182
"revisar";0,207;0,9;0,988;0,291
"reversao";0,77;0,493;0,015;0,602
"reverenciar";0,042;0,019;0,277;0,847
"ressocializacao";0,051;0,164;0,298;0,291
"respaldar";0,168;0,261;0,94;0,847
"remanescer";0,473;0,003;0,277;0,092
"remanejamento";0,042;0,056;0;0,021
"reincidencia";0,168;0,003;0,277;0,29
"reexame";0;0,012;0,277;0,29
"rediscussao";0;0,192;0,277;0,021
"reconducoes";0,207;0;0,298;0,027
"raiz";0,042;0,486;0,277;0,001
"quesitacao";0,168;0,261;0,277;0,413
"queiroz";0,763;0,208;0,587;0,178
"queimado";0,168;0,012;0,277;0
"queda";0,042;0,012;0,277;0
"qua";0,042;0,605;0,94;0,149
"protetiva";0,042;0,012;0,277;0
"privatizacao";0,546;0,261;0,277;0,29
"privatividade";0,168;0;0,277;0,021
"president";0,239;0,687;0,53;0,055
"preocupante";0,042;0,012;0,94;0
"preferir";0,042;0,261;0,277;0,149
"prazer";0;0,192;0,277;0,092
"pratico";0,473;0,019;0,277;0,29
"postagem";0,168;0,012;0,277;0
"polo";0,063;0,333;0,908;0,007
"pluralizacao";0;0,056;0,277;0,021
"piscar";0,239;0,516;0,53;0,404
"pfizer";0,042;0,012;0,277;0
"perenizacao";0,042;0;0,277;0,021
"pecha";0,955;0,192;0,35;0,413
"patrono";0;0,012;0,94;0,021
"parque";0,042;0,012;0,277;0
"parental";0,042;0,056;0,277;0
"pacificado";0,001;0,928;0,277;0,021
"og";0;0,022;0,321;0,035
"moratorio";0,042;0,012;0;0,021
"montesquieu";0,207;0,611;0,298;0,018
"monarquico";0,051;0,611;0,298;0,003
"ministrar";0,042;0,192;0,94;0,001
"migrar";0,546;0,486;0,277;0,413
"mediato";0,168;0,192;0;0,021
"mdr";0,316;0,029;0;0,046
"machista";0,473;0,012;0,277;0
"macedo";0,862;0,054;0,069;0,488
"licitatorio";0,955;0,261;0,94;0,29
"lhaka";0,042;0,012;0,277;0
"letivo";0;0,012;0,277;0,021
"lance";0,042;0,056;0,277;0
"labor";0,811;0,436;0,347;0,107
"justicia";0,042;0,928;0,277;0,007
"judicante";0,168;0;0,277;0,021
"jesus";0,168;0,261;0,277;0,413
"ives";0,955;0,605;0,94;0,665
"irresignacao";0,546;0,261;0,277;0,29
"intoleravel";0,168;0,056;0,277;0
"inter";0,546;0,928;0,94;0,665
"instante";0,473;0,605;0,94;0,847
"instabilidade";0,546;0,083;0,277;0,092
"insculpido";0,473;0,083;0,277;0,665
"inovador";0,473;0,486;0,94;0,149
"inocuo";0;0,192;0,277;0,092
"infringir";0,568;0,008;0,298;0,119
"inflacao";0,063;0,761;0,221;0,187
"inesperado";0,612;0,949;0,442;0,307
"ineficiencia";0,054;0,056;0,052;0,29
"indesejado";0,054;0,486;0,94;0,29
"indeferi";0;0,253;0,298;0,027
"incursao";0,546;0,083;0,277;0,092
"incontroverso";0,001;0,192;0,277;0,29
"inconformismo";0;0,611;0,298;0,027
"inadmissao";0;0,056;0,277;0,092
"inadimplencia";0,042;0,605;0,277;0,038
"imperial";0,168;0,261;0,277;0,413
"ignorado";0,042;0,486;0,277;0,001
"honhat";0,042;0,012;0,277;0
"heterodoxia";0;0,192;0,277;0,092
"hegemonico";0,042;0,083;0,277;0,413
"grosseiro";0;0,012;0,277;0,665
"gravidez";0,042;0,012;0,277;0
"governabilidade";0,042;0,605;0,35;0,413
"ghtml";0,042;0,012;0,94;0
"george";0,078;0,139;0,347;0
"gandra";0,955;0,605;0,94;0,665
"filtro";0,168;0,192;0;0,665
"fidedigno";0,042;0,012;0;0,665
"fidalgo";0,042;0,486;0,277;0,001
"fichar";0,051;0,008;0,298;0,802
"falecimento";0,078;0,938;0,347;0,02
"facilidade";0,198;0,938;0,821;0,201
"facebook";0,042;0,012;0,277;0
"fabricio";0,001;0,356;0,442;0,103
"fabricar";0,168;0,012;0,277;0
"extracao";0,207;0,076;0,988;0,003
"ext";0;0,016;0,298;0,027
"exortar";0,063;0,761;0,221;0,187
"exiguidade";0,001;0,056;0,35;0,092
"eugenio";0,013;0,102;0,908;0,461
"esportivo";0,051;0,016;0,298;0
"escrivao";0,042;0;0,277;0,021
"equiparacao";0,042;0,261;0;0,021
"envio";0,078;0,436;0;0,201
"ensinamento";0,206;0,928;0,277;0,665
"enriquecer";0;0,056;0,277;0,021
"engano";0,168;0,261;0,277;0,413
"elogio";0;0,016;0,298;0,119
"elias";0,489;0,739;0,407;0,13
"eleitoreiro";0,679;0,305;0,908;0,461
"efetuacao";0,042;0,012;0;0,021
"dominacao";0,051;0,076;0,298;0
"ditado";0;0,076;0,298;0,119
"didatico";0,206;0,486;0,277;0,847
"designio";0,042;0,928;0,277;0,007
"desiderato";0,955;0,192;0,277;0,038
"desembargador";0,168;0,261;0,277;0,413
"descaracterizar";0,051;0,611;0,033;0,291
"descanso";0,042;0;0,277;0,021
"demonstrativo";0,546;0,012;0;0,29
"delibacao";0,546;0,486;0,94;0,847
"deleterio";0,042;0,486;0,277;0,001
"decadencia";0,546;0,019;0,277;0,021
"curva";0,168;0,012;0,277;0
"cursar";0;0,012;0,277;0,29
"curricular";0,906;0,253;0,298;0,087
"culpado";0,042;0,605;0,277;0,038
"cristalino";0,473;0,083;0,277;0,665
"continuo";0,168;0,012;0,277;0
"consumer";0,239;0,146;0,53;0,003
"constitucionales";0,078;0,029;0,347;0
"constitucion";0,042;0,012;0,277;0
"consorciar";0,906;0,016;0,988;0,018
"conclusivo";0,207;0,043;0,284;0,119
"concessivo";0,029;0,448;0,298;0,027
"concessionario";0,078;0,186;0,347;0,374
"compensatorio";0,042;0,012;0,003;0,007
"colaciono";0,004;0,611;0,298;0,119
"coelho";0,465;0,104;0,483;0,157
"cmn";0;0,029;0,347;0,046
"clandestino";0,811;0,029;0,347;0,002
"church";0,051;0,016;0,298;0
"cedula";0,489;0,209;0,407;0,9
"canto";0,77;0,493;0,483;0,157
"caluniandi";0,042;0,012;0,277;0
"caetano";0,207;0,016;0,298;0
"bicameralismo";0,207;0,001;0,298;0,119
"bianco";0;0,029;0,347;0,046
"beltrao";0,051;0,016;0,298;0
"bailar";0,054;0,605;0,277;0,092
"azar";0,063;0,718;0,908;0,187
"averiguar";0,042;0,261;0,94;0,413
"autodeterminacao";0,042;0,012;0,277;0
"atingimento";0,168;0,056;0,35;0,007
"assumido";0,042;0,003;0,277;0,665
"assertiva";0,568;0,043;0,298;0,366
"assassinar";0,042;0,012;0,277;0
"arruda";0,051;0;0,298;0,119
"armamento";0,051;0,016;0,298;0
"ariar";0,042;0,056;0;0,021
"aprofundamento";0,168;0,261;0,94;0,847
"app";0,168;0,192;0,277;0,001
"apertado";0;0,012;0,94;0,29
"antemao";0,955;0,261;0,277;0,665
"amendment";0,042;0,012;0,277;0
"amazonico";0,473;0,486;0,277;0,038
"alertar";0,042;0,192;0,052;0,038
"alcool";0,042;0,012;0,277;0
"agrg";0,054;0,012;0,277;0,149
"acumulacao";0,168;0,056;0,277;0
"aconselhar";0,042;0,605;0,277;0,038
"acionador";0,042;0;0,277;0,021
"world";0,12;0,054;0,407;0
"vitoriar";0,078;0,938;0,347;0,02
"vestibular";0,005;0,938;0,347;0,046
"vergastado";0;0,016;0,298;0,027
"veracidade";0,301;0,718;0,321;0,461
"vender";0,051;0,076;0,298;0
"variola";0,419;0,016;0,298;0,018
"transgenero";0,051;0,016;0,298;0
"tragico";0,063;0,761;0,321;0,007
"tracado";0,906;0,164;0,298;0,366
"tonico";0,051;0,164;0,988;0,687
"toada";0,207;0,253;0,298;0,003
"titularizado";0,051;0,016;0,988;0
"tereza";0,063;0,022;0,321;0
"temerario";0,601;0,186;0,347;0,201
"telefonico";0,051;0,008;0,298;0,802
"suportar";0,207;0,253;0,001;0,687
"sucedido";0,679;0,305;0,321;0,958
"subjetividade";0,029;0,253;0,298;0,802
"steven";0,12;0,054;0,407;0
"solicitador";0,063;0,022;0;0,035
"soldado";0,207;0,076;0,298;0
"socorro";0,051;0,164;0,298;0,291
"sisnar";0,906;0,016;0,298;0,003
"sinduscon";0;0,04;0,375;0,059
"sensu";0,679;0,305;0,321;0,958
"sec";0,078;0,029;0,347;0
"saraivajur";0,207;0,016;0,298;0
"sanguineo";0,051;0,016;0,298;0
"rotina";0,207;0,076;0,298;0
"richard";0,078;0,139;0,347;0
"retratacao";0;0,016;0,298;0,027
"report";0,12;0,054;0,407;0
"remca";0,024;0,146;0,53;0,803
"religious";0,078;0,029;0,347;0
"reintegracao";0,256;0,718;0,908;0,527
"recrudescimento";0,051;0,076;0,298;0
"reavaliar";0,568;0,076;0,298;0,003
"reabertura";0,079;0,102;0,321;0,527
"psicologico";0,051;0,076;0,298;0
"predicado";0,756;0,718;0,321;0,958
"preceituar";0,207;0,611;0,298;0,018
"praia";0,051;0,016;0,298;0
"potiguar";0,051;0,016;0,298;0
"potestativo";0,756;0,022;0,321;0,007
"planta";0,078;0,029;0,347;0
"peru";0,051;0,9;0,298;0,018
"pernicioso";0,207;0,016;0,298;0
"perito";0,316;0,043;0,347;0,579
"periferico";0,063;0,003;0,908;0,155
"perfilhar";0,029;0,611;0,298;0,366
"pendenciar";0;0,102;0,321;0,155
"penalizar";0,239;0,146;0,53;0,003
"pele";0,811;0,029;0,347;0,002
"pces";0,051;0,016;0,298;0
"pcdob";0;0,016;0,298;0,366
"passaporte";0,207;0,016;0,298;0
"partida";0,568;0,008;0,298;0,119
"pandemic";0,078;0,029;0,347;0
"padronizacao";0,051;0,076;0;0,802
"pacificacao";0,134;0,164;0,298;0,027
"otavio";0,207;0,016;0,298;0
"oracao";0,256;0,333;0,321;0,007
"opositor";0,051;0,016;0,988;0
"opm";0,051;0,016;0,298;0
"omisso";0,256;0,718;0,321;0,187
"oc";0,051;0,016;0,298;0
"nobreza";0,568;0,076;0,298;0,003
"moeda";0,078;0,938;0,163;0,374
"modesto";0,207;0,164;0,284;0,366
"moderado";0,051;0,9;0,298;0,018
"modelagem";0,051;0,016;0,284;0
"mirar";0,001;0,04;0,375;0,724
